pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_linked_issues,time_since_last_commit,test_coverage,number_of_reviews_requested,number_of_revisions,number_of_milestones,dependency_changes,comment_authors
41170,2021-02-18T15:11:21Z,2021-02-18T15:32:50Z,raisedadead,3,1,2,4,1,2,1,['scope: tools/scripts'],2.0,0,3592873.0,0,0,0,0,101228678.772013,,0,2,0,False,"['raisedadead', 'gitpod-io[bot]']"
41186,2021-02-19T15:09:34Z,2021-02-22T03:44:13Z,ojeytonwilliams,1,0,8,863,15,2,2,['scope: curriculum'],161520.0,0,3506580.0,0,0,0,0,101228678.775035,,0,8,0,False,['ojeytonwilliams']
41361,2021-03-04T17:55:12Z,2021-03-04T20:31:41Z,naomi-lgbt,2,2,4,40,2,3,1,[],2.0,0,2373444.0,0,0,0,0,101228676.835672,,0,4,0,False,"['RandellDawson', 'raisedadead', 'naomi-lgbt', 'gitpod-io[bot]']"
41214,2021-02-21T12:00:08Z,2021-02-22T09:42:37Z,ojeytonwilliams,1,1,2,11,1,1,1,['platform: learn'],3.0,0,3345146.0,0,0,0,0,101228678.844276,,0,2,0,False,"['raisedadead', 'gitpod-io[bot]']"
41234,2021-02-23T13:37:49Z,2021-02-23T15:33:06Z,ShaunSHamilton,1,4,2,1,1,2,1,"['type: bug', 'scope: tools/scripts']",3.0,0,3166486.0,1,0,0,0,101228677.859884,,0,2,0,False,"['ojeytonwilliams', 'ShaunSHamilton', 'gitpod-io[bot]']"
41199,2021-02-20T23:02:59Z,2021-02-20T23:33:36Z,naomi-lgbt,1,0,2,7,1,1,1,[],2.0,0,3391775.0,0,0,0,0,101228678.863031,,0,2,0,False,['gitpod-io[bot]']
41239,2021-02-23T19:43:29Z,2021-03-01T14:47:53Z,errmayank,21,12,6,141,2,5,3,['platform: learn'],3.0,0,3144546.0,2,0,0,0,101228677.873615,,0,6,0,False,"['naomi-lgbt', 'ShaunSHamilton', 'RandellDawson', 'errmayank', 'ojeytonwilliams', 'moT01', 'raisedadead', 'gitpod-io[bot]']"
41299,2021-02-28T06:47:38Z,2021-03-04T22:05:50Z,tegardp,4,0,2,17,1,2,2,['platform: learn'],2.0,0,2759098.0,0,0,0,0,101228676.888749,,0,2,0,False,"['naomi-lgbt', 'ahmaxed', 'gitpod-io[bot]']"
41163,2021-02-18T10:06:14Z,2021-02-18T10:31:23Z,raisedadead,1,0,1,10,3,1,1,['platform: api'],3.0,0,3611179.0,0,0,0,0,101228679.892472,,0,1,0,False,['gitpod-io[bot]']
41160,2021-02-17T22:27:55Z,2021-02-22T10:12:25Z,manziEric,9,0,3,2,1,3,1,['platform: learn'],3.0,0,3653078.0,1,0,0,0,101228679.914921,,0,3,0,False,"['naomi-lgbt', 'ahmaxed', 'manziEric', 'JoshQuaintance', 'moT01', 'gitpod-io[bot]']"
41359,2021-03-04T10:30:11Z,2021-03-10T15:03:56Z,ahmaxed,3,6,6,31644,6,4,1,['platform: learn'],2.0,0,2400145.0,1,0,0,0,101228676.921535,,0,6,0,False,"['ahmaxed', 'ojeytonwilliams', 'scissorsneedfoodtoo', 'gitpod-io[bot]']"
41210,2021-02-21T07:59:42Z,2021-02-26T21:55:51Z,raisedadead,4,0,8,81558,10,1,1,[],3.0,0,3359573.0,0,0,0,0,101228677.909953,,0,8,0,False,"['naomi-lgbt', 'ojeytonwilliams', 'gitpod-io[bot]']"
41198,2021-02-20T22:50:10Z,2021-02-21T16:39:52Z,RandellDawson,7,0,1,34,4,1,1,"['platform: learn', 'crowdin-sync']",2.0,0,3392544.0,0,0,0,0,101228678.932949,,0,1,0,False,"['RandellDawson', 'naomi-lgbt', 'gitpod-io[bot]']"
41185,2021-02-19T13:35:07Z,2021-02-23T04:22:49Z,ojeytonwilliams,2,0,6,79,14,1,1,"['platform: api', 'platform: learn']",12.0,0,3512247.0,0,0,0,0,101228678.967429,,0,6,0,False,"['ojeytonwilliams', 'gitpod-io[bot]']"
41358,2021-03-04T09:54:54Z,2021-03-04T16:00:51Z,raisedadead,1,0,1,1,1,2,2,['scope: tools/scripts'],2.0,0,2402262.0,0,0,0,0,101228676.974795,,0,1,0,False,['gitpod-io[bot]']
41233,2021-02-23T11:44:43Z,2021-02-23T14:52:21Z,ojeytonwilliams,1,0,1,9,1,1,1,['platform: learn'],2.0,0,3173272.0,0,0,0,0,101228678.008582,,0,1,0,False,['gitpod-io[bot]']
41190,2021-02-19T19:54:31Z,2021-02-20T05:02:45Z,ShaunSHamilton,1,0,1,28,4,1,1,"['status: waiting review', 'platform: learn', 'scope: i18n']",3.0,0,3489483.0,0,0,0,0,101228679.012645,,0,1,0,False,['gitpod-io[bot]']
41221,2021-02-22T07:32:43Z,2021-02-22T08:51:17Z,raisedadead,1,0,1,8,1,1,1,[],2.0,0,3274791.0,0,0,0,0,101228679.035809,,0,1,0,False,['gitpod-io[bot]']
41242,2021-02-24T04:21:32Z,2021-02-24T16:52:20Z,nikolaybutnik,2,0,1,4,2,2,2,['platform: learn'],2.0,0,3113463.0,0,0,0,0,101228678.043677,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
41300,2021-02-28T15:45:38Z,2021-02-28T18:35:21Z,naomi-lgbt,1,0,1,28,1,1,1,['scope: tools/scripts'],2.0,0,2726818.0,0,0,0,0,101228677.031665,,0,1,0,False,['gitpod-io[bot]']
41222,2021-02-22T12:27:47Z,2021-02-22T13:30:25Z,ahmaxed,1,0,1,205,2,1,1,[],3.0,0,3257087.0,0,0,0,0,101228679.067396,,0,1,0,False,['gitpod-io[bot]']
41212,2021-02-21T11:09:19Z,2021-02-21T15:24:38Z,ojeytonwilliams,5,0,2,8,1,1,1,[],2.0,0,3348195.0,0,0,0,0,101228679.076122,,0,2,0,False,"['naomi-lgbt', 'ojeytonwilliams', 'gitpod-io[bot]']"
41158,2021-02-17T21:11:48Z,2021-02-22T11:29:38Z,manziEric,3,2,2,1,1,3,1,"['scope: UI', 'platform: learn']",2.0,0,3657645.0,0,0,0,0,101228684.676305,,0,2,0,False,"['ahmaxed', 'manziEric', 'gitpod-io[bot]']"
41113,2021-02-14T17:33:29Z,2021-02-16T09:34:01Z,jmadankumar,2,2,1,2,1,3,1,[],2.0,0,3929944.0,1,0,0,0,101228690.01505,,0,1,0,False,"['jmadankumar', 'ClockworkOrange605', 'gitpod-io[bot]']"
41140,2021-02-16T20:31:17Z,2021-02-16T20:52:53Z,ahmaxed,1,0,1,8,2,2,2,[],2.0,0,3746476.0,0,0,0,0,101228690.265848,,0,1,0,False,['gitpod-io[bot]']
41094,2021-02-13T17:19:32Z,2021-02-19T11:43:55Z,ShaunSHamilton,5,0,2,14,3,2,2,"['status: waiting review', 'platform: learn']",2.0,0,4017181.0,0,0,0,0,101228690.283938,,0,2,0,False,"['raisedadead', 'ShaunSHamilton', 'ahmaxed', 'gitpod-io[bot]']"
41114,2021-02-14T18:31:42Z,2021-02-14T19:48:21Z,RandellDawson,1,0,1,48,2,1,1,"['scope: docs', 'scope: tools/scripts']",2.0,0,3926451.0,0,0,0,0,101228690.290658,,0,1,0,False,['gitpod-io[bot]']
41157,2021-02-17T19:12:20Z,2021-02-18T16:04:04Z,naomi-lgbt,4,7,6,25,1,4,2,"['scope: i18n', 'scope: tools/scripts']",2.0,0,3664813.0,1,0,0,0,101228690.308344,,0,6,0,False,"['naomi-lgbt', 'RandellDawson', 'ojeytonwilliams', 'raisedadead', 'gitpod-io[bot]']"
41139,2021-02-16T15:55:20Z,2021-02-17T15:45:33Z,ShaunSHamilton,2,0,2,6,1,2,1,"['scope: curriculum', 'type: showstopper', 'platform: learn']",3.0,0,3763033.0,0,0,0,0,101228690.746312,,0,2,0,False,"['ShaunSHamilton', 'gitpod-io[bot]']"
41056,2021-02-11T17:14:07Z,2021-02-11T18:04:29Z,naomi-lgbt,2,0,1,148,4,1,1,['crowdin-sync'],3.0,0,4190305.0,0,0,0,0,101228691.773512,,0,1,0,False,['gitpod-io[bot]']
41037,2021-02-10T10:17:07Z,2021-02-10T10:50:14Z,raisedadead,1,0,3,98,3,1,1,[],2.0,0,4301725.0,0,0,0,0,101228691.813488,,0,3,0,False,['gitpod-io[bot]']
41057,2021-02-11T17:19:36Z,2021-02-11T17:20:40Z,naomi-lgbt,1,0,1,2,1,0,0,[],2.0,0,4189976.0,0,0,0,0,101228691.922067,,0,1,0,False,['gitpod-io[bot]']
41067,2021-02-12T10:23:10Z,2021-02-13T05:06:05Z,ojeytonwilliams,3,0,3,155,22,1,1,['platform: learn'],2.0,0,4128562.0,0,0,0,0,101228691.93703,,0,3,0,False,"['ShaunSHamilton', 'ojeytonwilliams', 'gitpod-io[bot]']"
41046,2021-02-10T17:45:39Z,2021-02-10T18:06:13Z,raisedadead,1,0,1,23,9,1,1,[],2.0,0,4274813.0,0,0,0,0,101228692.002284,,0,1,0,False,['gitpod-io[bot]']
41041,2021-02-10T13:18:49Z,2021-02-12T10:01:57Z,moT01,3,0,2,13,1,1,1,[],3.0,0,4290823.0,0,0,0,0,101228692.050019,,0,2,0,False,"['naomi-lgbt', 'kelvinsanchez15', 'gitpod-io[bot]']"
41091,2021-02-13T01:18:42Z,2021-02-13T05:05:07Z,ShaunSHamilton,1,0,1,6,1,1,1,['platform: learn'],2.0,0,4074831.0,0,0,0,0,101228691.054547,,0,1,0,False,['gitpod-io[bot]']
41146,2021-02-17T10:42:07Z,2021-02-18T05:08:46Z,ojeytonwilliams,5,0,2,1316,7,1,1,[],3.0,0,3695426.0,0,0,0,0,101228691.062249,,0,2,0,False,"['naomi-lgbt', 'ojeytonwilliams', 'raisedadead', 'gitpod-io[bot]']"
41143,2021-02-17T01:28:20Z,2021-02-17T02:11:43Z,RandellDawson,1,0,1,93,3,1,1,"['scope: curriculum', 'platform: learn', 'scope: tools/scripts']",2.0,0,3728653.0,0,0,0,0,101228691.081501,,0,1,0,False,['gitpod-io[bot]']
41086,2021-02-12T17:42:47Z,2021-02-24T11:50:05Z,Sembauke,9,2,2,2,1,2,1,['platform: learn'],3.0,0,4102186.0,1,0,0,0,101228691.096614,,0,2,0,False,"['ahmaxed', 'ojeytonwilliams', 'raisedadead', 'Sembauke', 'gitpod-io[bot]']"
41036,2021-02-10T10:05:04Z,2021-02-10T11:31:09Z,ShaunSHamilton,11,0,2,16,4,2,1,['platform: learn'],3.0,0,4302448.0,0,0,0,0,101228692.101308,,0,2,0,False,"['naomi-lgbt', 'ShaunSHamilton', 'ojeytonwilliams', 'raisedadead', 'gitpod-io[bot]']"
41055,2021-02-11T16:32:26Z,2021-02-11T16:55:35Z,naomi-lgbt,1,0,2,3,1,1,1,[],3.0,0,4192806.0,0,0,0,0,101228692.107957,,0,2,0,False,['gitpod-io[bot]']
41066,2021-02-12T09:07:29Z,2021-02-12T10:00:55Z,ojeytonwilliams,1,0,2,51,8,1,1,[],2.0,0,4133103.0,0,0,0,0,101228692.112393,,0,2,0,False,['gitpod-io[bot]']
41052,2021-02-10T21:03:21Z,2021-02-11T06:42:52Z,ShaunSHamilton,4,2,5,4,1,2,1,"['platform: learn', 'platform: forum']",2.0,0,4262951.0,0,0,0,0,101228692.12272,,0,5,0,False,"['RandellDawson', 'ShaunSHamilton', 'gitpod-io[bot]']"
41043,2021-02-10T15:28:50Z,2021-02-10T18:41:52Z,scissorsneedfoodtoo,6,0,3,152,10,1,1,[],2.0,0,4283022.0,0,0,0,0,101228692.206465,,0,3,0,False,"['RandellDawson', 'ojeytonwilliams', 'scissorsneedfoodtoo', 'gitpod-io[bot]']"
40977,2021-02-08T02:30:10Z,2021-02-08T05:37:27Z,naomi-lgbt,1,0,1,486,2,1,1,"['platform: learn', 'scope: i18n']",3.0,0,4502541.0,0,0,0,0,101228693.244613,,2,1,0,False,['gitpod-io[bot]']
41064,2021-02-11T21:52:25Z,2021-02-12T09:16:12Z,naomi-lgbt,1,0,1,18,4,2,2,"['platform: learn', 'scope: i18n']",3.0,0,4173607.0,0,0,0,0,101228692.291167,,0,1,0,False,['gitpod-io[bot]']
41124,2021-02-15T09:30:27Z,2021-02-18T13:47:17Z,ClockworkOrange605,2,0,2,6,1,2,2,"['scope: UI', 'platform: learn']",5.0,0,3872526.0,1,0,0,0,101228692.359812,,0,2,0,False,"['ClockworkOrange605', 'gitpod-io[bot]']"
40973,2021-02-07T16:31:09Z,2021-02-09T17:20:07Z,nishchay-suteri,2,0,3,3,1,2,1,"['status: waiting review', 'platform: learn']",2.0,0,4538482.0,1,0,0,0,101228694.677024,,3,3,0,False,"['nishchay-suteri', 'gitpod-io[bot]']"
41021,2021-02-09T20:52:41Z,2021-02-10T11:32:01Z,naomi-lgbt,4,1,1,41,2,2,1,[],2.0,0,4349990.0,0,0,0,0,101228694.68191,,2,1,0,False,"['naomi-lgbt', 'ojeytonwilliams', 'raisedadead', 'gitpod-io[bot]']"
41006,2021-02-08T21:59:53Z,2021-02-09T17:18:05Z,Sembauke,8,0,5,126,2,1,1,"['status: waiting review', 'platform: learn']",2.0,0,4432358.0,0,0,0,0,101228694.755352,,1,5,0,False,"['naomi-lgbt', 'ShaunSHamilton', 'raisedadead', 'Sembauke', 'gitpod-io[bot]']"
40941,2021-02-06T09:58:15Z,2021-02-06T10:01:04Z,raisedadead,1,0,1,4,1,0,0,[],2.0,0,4648456.0,0,0,0,0,101228694.841069,,2,1,0,False,['gitpod-io[bot]']
41023,2021-02-09T22:18:49Z,2021-02-09T23:34:11Z,kelvinsanchez15,3,0,2,8,1,1,1,[],2.0,0,4344822.0,1,0,0,0,101228694.846807,,0,2,0,False,"['naomi-lgbt', 'kelvinsanchez15', 'gitpod-io[bot]']"
41010,2021-02-09T07:52:37Z,2021-02-09T08:45:19Z,raisedadead,2,0,1,60,1,0,0,[],2.0,0,4396794.0,0,0,0,0,101228694.8658,,2,1,0,False,"['raisedadead', 'gitpod-io[bot]']"
41059,2021-02-11T20:02:46Z,2021-02-11T20:24:20Z,RandellDawson,1,0,1,2,1,1,1,[],3.0,0,4180186.0,0,0,0,0,101228693.897283,,0,1,0,False,['gitpod-io[bot]']
41034,2021-02-10T06:37:35Z,2021-02-10T07:34:22Z,miyaliu666,1,0,1,2,1,1,1,['platform: learn'],2.0,0,4314897.0,0,0,0,0,101228693.952347,,0,1,0,False,['gitpod-io[bot]']
41042,2021-02-10T13:29:23Z,2021-02-11T18:22:05Z,moT01,2,0,4,209,9,1,1,[],2.0,0,4290189.0,0,0,0,0,101228694.003513,,0,4,0,False,"['moT01', 'gitpod-io[bot]']"
41005,2021-02-08T20:27:59Z,2021-02-09T05:51:28Z,ahmaxed,2,0,1,13,1,1,1,[],2.0,0,4437872.0,0,0,0,0,101228695.008849,,2,1,0,False,"['raisedadead', 'gitpod-io[bot]']"
41093,2021-02-13T07:28:46Z,2021-02-16T14:50:15Z,ErickOhm,4,1,2,8,1,3,2,[],2.0,0,4052627.0,1,0,0,0,101228693.15095,,0,2,0,False,"['raisedadead', 'RandellDawson', 'ErickOhm', 'gitpod-io[bot]']"
41038,2021-02-10T12:20:23Z,2021-02-10T14:45:43Z,ojeytonwilliams,2,1,2,28,1,2,2,['scope: tools/scripts'],2.0,0,4294329.0,0,0,0,0,101228695.2577,,0,2,0,False,"['ojeytonwilliams', 'ShaunSHamilton', 'gitpod-io[bot]']"
41001,2021-02-08T17:35:18Z,2021-02-09T07:56:19Z,scissorsneedfoodtoo,14,6,11,119,8,2,1,[],3.0,0,4448233.0,2,0,0,0,101228696.398881,,2,11,0,False,"['naomi-lgbt', 'scissorsneedfoodtoo', 'RandellDawson', 'raisedadead', 'gitpod-io[bot]']"
41058,2021-02-11T18:17:52Z,2021-02-11T18:51:03Z,RandellDawson,1,0,1,2,1,1,1,"['scope: docs', 'scope: tools/scripts']",3.0,0,4186480.0,0,0,0,0,101228695.788187,,0,1,0,False,['gitpod-io[bot]']
40927,2021-02-05T15:54:44Z,2021-02-23T04:38:39Z,ahmaxed,6,1,5,256,6,3,3,['platform: api'],3.0,0,4713467.0,1,0,0,0,101228696.837321,,0,5,0,False,"['raisedadead', 'ojeytonwilliams', 'ahmaxed', 'gitpod-io[bot]']"
40936,2021-02-06T01:19:16Z,2021-02-09T05:53:41Z,naomi-lgbt,1,3,3,78,2,2,0,"['status: waiting review', 'platform: learn', 'scope: i18n']",2.0,0,4679594.0,1,0,0,0,101228697.850767,,2,3,0,False,"['raisedadead', 'naomi-lgbt', 'gitpod-io[bot]']"
40937,2021-02-06T02:24:19Z,2021-02-06T09:26:12Z,naomi-lgbt,1,0,1,6,2,1,1,"['status: blocked', 'platform: learn', 'scope: i18n', 'scope: tools/scripts']",2.0,0,4675691.0,0,0,0,0,101228697.857263,,2,1,0,False,['gitpod-io[bot]']
41013,2021-02-09T10:08:09Z,2021-02-09T17:19:44Z,ojeytonwilliams,4,0,1,3,1,1,1,[],2.0,0,4388662.0,0,0,0,0,101228696.873574,,1,1,0,False,"['raisedadead', 'ojeytonwilliams', 'naomi-lgbt', 'gitpod-io[bot]']"
41030,2021-02-10T02:46:04Z,2021-02-10T07:35:36Z,naomi-lgbt,2,0,1,44,5,1,1,[],2.0,0,4328787.0,0,0,0,0,101228696.888495,,0,1,0,False,"['naomi-lgbt', 'gitpod-io[bot]']"
41017,2021-02-09T17:46:18Z,2021-02-09T18:15:27Z,ahmaxed,2,0,1,18,2,2,2,[],2.0,0,4361173.0,0,0,0,0,101228696.893579,,2,1,0,False,"['naomi-lgbt', 'gitpod-io[bot]']"
41002,2021-02-08T17:44:55Z,2021-02-11T12:40:33Z,ojeytonwilliams,30,9,15,457,20,5,1,[],2.0,0,4447657.0,0,0,0,0,101228695.89978,,1,15,0,False,"['naomi-lgbt', 'ahmaxed', 'ojeytonwilliams', 'raisedadead', 'gitpod-io[bot]']"
41047,2021-02-10T18:35:33Z,2021-02-18T05:11:06Z,ahmaxed,4,1,3,95,2,1,1,[],3.0,0,4271820.0,0,0,0,0,101228694.909377,,0,3,0,False,"['moT01', 'raisedadead', 'ahmaxed', 'gitpod-io[bot]']"
40950,2021-02-06T20:41:14Z,2021-02-09T05:53:11Z,ShaunSHamilton,3,1,4,21,1,2,0,"['status: waiting review', 'platform: learn', 'type: feature request']",2.0,0,4609877.0,0,0,0,0,101228696.916804,,1,4,0,False,"['RandellDawson', 'ShaunSHamilton', 'gitpod-io[bot]']"
40996,2021-02-08T07:01:49Z,2021-02-08T13:55:34Z,RafaelDavisH,1,0,1,111,1,1,1,['scope: i18n'],2.0,1,4486242.0,0,0,0,0,101228696.925831,,1,1,0,False,['gitpod-io[bot]']
40939,2021-02-06T04:43:13Z,2021-02-07T16:32:51Z,naomi-lgbt,1,0,2,186386,3276,0,0,[],3.0,0,4667358.0,0,0,0,0,101228698.289657,,2,2,0,False,['gitpod-io[bot]']
40935,2021-02-06T00:55:04Z,2021-02-06T09:25:26Z,miyaliu666,1,1,2,36,1,1,1,['scope: i18n'],2.0,0,4681046.0,1,0,0,0,101228702.425921,,0,2,0,False,"['naomi-lgbt', 'gitpod-io[bot]']"
40933,2021-02-05T22:57:08Z,2021-02-06T09:31:43Z,RafaelDavisH,1,0,1,3,1,0,0,['scope: i18n'],3.0,0,4688122.0,0,0,0,0,101228708.175073,,2,1,0,False,['gitpod-io[bot]']
40922,2021-02-05T07:45:55Z,2021-02-05T08:09:09Z,RandellDawson,2,0,2,6,1,0,0,['scope: tools/scripts'],2.0,0,4742795.0,0,0,0,0,101228708.357891,,2,2,0,False,"['raisedadead', 'gitpod-io[bot]']"
40923,2021-02-05T10:00:17Z,2021-02-05T10:38:34Z,ojeytonwilliams,1,0,1,24,2,0,0,[],2.0,0,4734733.0,0,0,0,0,101228708.623866,,2,1,0,False,['gitpod-io[bot]']
40929,2021-02-05T18:44:13Z,2021-02-05T22:53:02Z,RafaelDavisH,1,0,1,9,1,0,0,[],2.0,1,4703297.0,0,0,0,0,101228708.862215,,2,1,0,False,['gitpod-io[bot]']
40920,2021-02-05T06:23:30Z,2021-02-05T06:41:41Z,raisedadead,0,0,1,6,3,0,0,[],,0,4747740.0,0,0,0,0,101228709.59301,,2,1,0,False,[]
40910,2021-02-04T04:04:48Z,2021-02-05T19:03:21Z,moT01,0,0,1,6,1,0,0,[],,0,4842462.0,0,0,0,0,101228709.625704,,2,1,0,False,[]
40899,2021-02-03T19:24:10Z,2021-02-08T07:28:37Z,ahmaxed,0,0,2,166,8,0,0,"['scope: UI', 'status: waiting update', 'platform: learn']",,0,4873700.0,0,0,0,0,101228709.643036,,2,2,0,False,[]
40888,2021-02-03T05:23:16Z,2021-02-03T08:00:57Z,RandellDawson,0,0,1,2,1,0,0,"['scope: curriculum', 'scope: tools/scripts']",,1,4924153.0,0,0,0,0,101228710.649629,,2,1,0,False,[]
40889,2021-02-03T10:02:18Z,2021-02-03T16:56:37Z,ojeytonwilliams,0,0,12,7004,50,0,0,[],,0,4907411.0,0,0,0,0,101228710.665905,,2,12,0,False,[]
40881,2021-02-02T18:52:07Z,2021-02-02T19:12:38Z,naomi-lgbt,0,0,1,9,1,0,0,[],,0,4962022.0,0,0,0,0,101228710.687826,,2,1,0,False,[]
40894,2021-02-03T17:24:44Z,2021-02-04T06:44:35Z,ShaunSHamilton,0,0,1,14,3,0,0,"['status: waiting review', 'scope: UI', 'platform: learn']",,0,4880865.0,0,0,0,0,101228710.721812,,2,1,0,False,[]
40880,2021-02-02T18:51:42Z,2021-02-03T09:43:33Z,ojeytonwilliams,0,0,3,66,2,0,0,['scope: curriculum'],,0,4962047.0,0,0,0,0,101228710.734388,,2,3,0,False,[]
40934,2021-02-06T00:13:43Z,2021-02-06T09:31:04Z,naomi-lgbt,2,0,1,55,5,0,0,"['status: waiting review', 'platform: learn', 'scope: i18n']",3.0,0,4683527.0,0,0,0,0,101228709.747827,,2,1,0,False,"['naomi-lgbt', 'gitpod-io[bot]']"
40872,2021-02-02T11:55:32Z,2021-02-03T03:50:05Z,RandellDawson,0,0,3,108,4,0,0,"['scope: curriculum', 'scope: tools/scripts']",,0,4987017.0,0,0,0,0,101228710.803435,,1,3,0,False,[]
40879,2021-02-02T18:40:54Z,2021-02-02T19:13:33Z,ojeytonwilliams,0,0,1,14,4,0,0,[],,0,4962695.0,0,0,0,0,101228710.845686,,1,1,0,False,[]
40919,2021-02-04T23:58:22Z,2021-02-05T05:17:55Z,naomi-lgbt,0,0,1,48,5,0,0,[],,0,4770848.0,0,0,0,0,101228709.8502,,1,1,0,False,[]
40897,2021-02-03T18:33:09Z,2021-02-04T08:00:49Z,moT01,0,0,3,24,2,0,0,[],,0,4876760.0,0,0,0,0,101228710.873897,,2,3,0,False,[]
40885,2021-02-02T23:05:52Z,2021-02-03T08:03:53Z,naomi-lgbt,0,0,4,282,16,0,0,[],,0,4946797.0,0,0,0,0,101228711.095368,,2,4,0,False,[]
40914,2021-02-04T17:27:33Z,2021-02-06T09:37:44Z,Sembauke,0,0,2,6,1,0,0,"['scope: a11y', 'platform: learn']",,0,4794297.0,0,0,0,0,101228710.385197,,1,2,0,False,[]
40911,2021-02-04T12:24:24Z,2021-02-04T14:12:10Z,ahmaxed,0,0,1,7,1,0,0,[],,0,4812486.0,0,0,0,0,101228710.524616,,1,1,0,False,[]
40878,2021-02-02T18:02:39Z,2021-02-02T19:14:30Z,ojeytonwilliams,0,0,6,1815,16,0,0,['scope: curriculum'],,0,4964990.0,0,0,0,0,101228711.568068,,1,6,0,False,[]
40800,2021-01-26T04:26:23Z,2021-02-03T09:47:57Z,giridhar7632,0,0,9,158,11,0,0,[],,0,5618766.0,0,0,0,0,101228711.576713,,3,9,0,False,[]
40863,2021-02-01T15:50:44Z,2021-02-01T17:45:26Z,naomi-lgbt,0,0,1,6,1,0,0,[],,0,5059304.0,0,0,0,0,101228712.919859,,2,1,0,False,[]
40849,2021-01-31T19:49:42Z,2021-02-01T04:04:37Z,RandellDawson,0,0,1,9,1,0,0,"['scope: curriculum', 'scope: tools/scripts']",,2,5131366.0,0,0,0,0,101228712.964533,,2,1,0,False,[]
40883,2021-02-02T19:01:09Z,2021-02-02T19:19:28Z,ahmaxed,0,0,1,22,5,0,0,[],,0,4961480.0,0,0,0,0,101228711.978924,,1,1,0,False,[]
40875,2021-02-02T15:10:57Z,2021-02-03T09:52:08Z,ojeytonwilliams,0,0,7,75,32,0,0,['platform: learn'],,0,4975292.0,0,0,0,0,101228711.981188,,2,7,0,False,[]
40850,2021-01-31T20:32:55Z,2021-02-01T03:55:14Z,ojeytonwilliams,0,0,1,4,1,0,0,[],,0,5128773.0,0,0,0,0,101228713.000432,,2,1,0,False,[]
40848,2021-01-31T19:43:10Z,2021-01-31T20:41:25Z,RandellDawson,0,0,1,2,1,0,0,[],,1,5131758.0,0,0,0,0,101228713.005575,,1,1,0,False,[]
40862,2021-02-01T14:53:41Z,2021-02-05T05:44:03Z,ShaunSHamilton,0,0,2,155,3,0,0,"['status: waiting review', 'scope: tools/scripts']",,0,5062728.0,0,0,0,0,101228712.018698,,2,2,0,False,[]
40864,2021-02-01T16:29:27Z,2021-02-01T17:44:36Z,ahmaxed,0,0,1,19,1,0,0,[],,0,5056981.0,0,0,0,0,101228713.022143,,1,1,0,False,[]
40887,2021-02-03T04:17:38Z,2021-02-03T04:42:24Z,RandellDawson,0,0,3,10,1,0,0,[],,0,4928091.0,0,0,0,0,101228712.032032,,2,3,0,False,[]
40856,2021-02-01T13:56:06Z,2021-02-01T14:26:49Z,ahmaxed,0,0,1,32,2,0,0,[],,0,5066182.0,0,0,0,0,101228713.212742,,2,1,0,False,[]
40853,2021-02-01T11:26:07Z,2021-02-02T04:23:20Z,ahmaxed,0,0,2,28,3,0,0,[],,0,5075181.0,0,0,0,0,101228713.229907,,2,2,0,False,[]
40865,2021-02-01T16:40:15Z,2021-02-02T04:21:03Z,ojeytonwilliams,0,0,5,689,178,0,0,['scope: curriculum'],,0,5056334.0,0,0,0,0,101228712.236711,,2,5,0,False,[]
40844,2021-01-31T07:26:33Z,2021-01-31T16:06:57Z,RandellDawson,0,0,1,2836,14,0,0,"['scope: curriculum', 'platform: learn', 'scope: i18n']",,0,5175955.0,0,0,0,0,101228713.263277,,2,1,0,False,[]
39393,2020-08-10T20:40:20Z,2020-08-13T10:33:04Z,raisedadead,11,0,3,87,4,3,1,[],46294.0,0,20161899.0,0,0,0,0,101228774.723385,,1,3,0,False,"['raisedadead', 'QuincyLarson', 'ahmaxed']"
39322,2020-07-27T07:34:16Z,2020-07-27T12:36:58Z,ojeytonwilliams,1,0,1,2,1,1,1,['scope: tools/scripts'],3.0,0,21418662.0,0,0,0,0,101228775.860704,,0,1,0,False,['gitpod-io[bot]']
39273,2020-07-17T12:24:58Z,2020-07-27T12:41:54Z,ojeytonwilliams,1,0,2,2843,10,1,1,['scope: tools/scripts'],5.0,0,22265219.0,0,0,0,0,101228777.063724,,0,2,0,False,['gitpod-io[bot]']
39286,2020-07-18T09:46:41Z,2020-07-20T15:33:57Z,ojeytonwilliams,2,0,1,19,1,2,2,['platform: learn'],3.0,0,22188316.0,0,0,0,0,101228777.239547,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
39368,2020-08-04T10:37:37Z,2020-08-05T08:32:24Z,ahmaxed,2,0,1,3,1,0,0,['platform: learn'],3.0,0,20716462.0,0,0,0,0,101228775.252574,,0,1,0,False,"['ahmaxed', 'gitpod-io[bot]']"
39409,2020-08-14T15:36:44Z,2020-08-15T21:01:19Z,ahmaxed,2,3,5,267,5,2,0,[],4.0,0,19834515.0,2,0,0,0,101228775.283431,,0,5,0,False,"['raisedadead', 'ojeytonwilliams', 'ahmaxed', 'gitpod-io[bot]']"
